"px-3","px-3 2","font-semibold","text-[10px]","font-semibold 2","text-[10px] 2","font-semibold 3","text-[10px] 3","font-semibold 4","text-[10px] 4","font-semibold 5","text-[10px] 5","text-gray-400 href"
"AE_EX60 2222","Montant central ouvrant porte fenêtre LD 40mm (Alu Eco)","200.587","238.699","209.190","248.936","216.861","258.065","227.355","270.552","232.603","276.798","https://atelierpro.vortech-x.com/articles/408034/edit"
"AE_EX60 2223","Montant central ouvrant fenêtre LD 40mm (Alu Eco)","104.752","124.655","109.477","130.278","113.480","135.041","118.955","141.556","121.693","144.815","https://atelierpro.vortech-x.com/articles/408039/edit"
"AE_Ex60 2310","Rejet d'eau supérieur","38.730","46.089","40.298","47.955","41.553","49.448","43.273","51.495","44.132","52.517","https://atelierpro.vortech-x.com/articles/407362/edit"
"AE_EX60 2311","Battement centrale sur même rail","35.771","42.567","37.220","44.292","38.381","45.673","39.967","47.561","40.760","48.504","https://atelierpro.vortech-x.com/articles/407367/edit"
"AE_Ex60 2312","Réducteur de feuillure pour simple vitrage F= 15 mm","32.275","38.407","33.583","39.964","34.629","41.209","36.060","42.911","36.776","43.763","https://atelierpro.vortech-x.com/articles/407372/edit"
"AE_TW60 1314","—","37.117","44.169","38.620","45.958","39.823","47.389","41.468","49.347","42.293","50.329","https://atelierpro.vortech-x.com/articles/407377/edit"
"AE_TW60 3165","—","47.264","56.244","49.175","58.518","50.724","60.362","52.843","62.883","53.901","64.142","https://atelierpro.vortech-x.com/articles/407464/edit"
"AE_TW60 3166","Couvre joint TW60 (Alu Eco)","43.605","51.890","45.853","54.565","47.675","56.733","50.168","59.700","51.413","61.181","https://atelierpro.vortech-x.com/articles/407651/edit"
"Axe 60 Garv","—","27.028","32.163","27.028","32.163","27.028","32.163","27.028","32.163","27.028","32.163","https://atelierpro.vortech-x.com/articles/407113/edit"
"Axe 70 Garv","—","60.000","71.400","60.000","71.400","60.000","71.400","60.000","71.400","60.000","71.400","https://atelierpro.vortech-x.com/articles/407114/edit"
"CSQ 103","Dormant deux rails clipsable","134.680","160.269","141.414","168.283","141.414","168.283","141.414","168.283","153.229","182.343","https://atelierpro.vortech-x.com/articles/406367/edit"
"CSQ 104","Montant latéral ouvrant","107.483","127.905","112.858","134.301","112.858","134.301","112.858","134.301","122.288","145.523","https://atelierpro.vortech-x.com/articles/406372/edit"
